status	provider	api	scenario	transport	role	duration_s	exit_code	started_at_utc	ended_at_utc	log	out_dir	codec
PASS	kamailio	analyzer	amr_call	UDP	analyze	0	0	2026-08-12T06:39:19Z	2026-08-12T06:39:19Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/stream_peer/amr_call/amrwb_be/UDP/analyze.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/stream_peer/amr_call/amrwb_be/UDP	amrwb_be
PASS	kamailio	callback	registration	UDP	registration	4	0	2026-08-12T06:39:19Z	2026-08-12T06:39:23Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/registration/UDP/registration.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/registration/UDP	default
PASS	kamailio	callback	basic_call	UDP	callee	6	0	2026-08-12T06:39:23Z	2026-08-12T06:39:29Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/basic_call/UDP/callee.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/basic_call/UDP	default
PASS	kamailio	callback	basic_call	UDP	caller	5	0	2026-08-12T06:39:24Z	2026-08-12T06:39:29Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/basic_call/UDP/caller.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/basic_call/UDP	default
PASS	kamailio	analyzer	basic_call	UDP	analyze	0	0	2026-08-12T06:39:29Z	2026-08-12T06:39:29Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/basic_call/UDP/analyze.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/basic_call/UDP	default
PASS	kamailio	callback	amr_call	UDP	caller	4	0	2026-08-12T06:39:30Z	2026-08-12T06:39:34Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrnb/UDP/caller.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrnb/UDP	amrnb
PASS	kamailio	callback	amr_call	UDP	callee	5	0	2026-08-12T06:39:29Z	2026-08-12T06:39:34Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrnb/UDP/callee.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrnb/UDP	amrnb
PASS	kamailio	analyzer	amr_call	UDP	analyze	0	0	2026-08-12T06:39:34Z	2026-08-12T06:39:34Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrnb/UDP/analyze.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrnb/UDP	amrnb
PASS	kamailio	callback	amr_call	UDP	callee	4	0	2026-08-12T06:39:34Z	2026-08-12T06:39:38Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrwb/UDP/callee.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrwb/UDP	amrwb
PASS	kamailio	callback	amr_call	UDP	caller	3	0	2026-08-12T06:39:35Z	2026-08-12T06:39:38Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrwb/UDP/caller.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrwb/UDP	amrwb
PASS	kamailio	analyzer	amr_call	UDP	analyze	0	0	2026-08-12T06:39:38Z	2026-08-12T06:39:38Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrwb/UDP/analyze.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrwb/UDP	amrwb
PASS	kamailio	callback	amr_call	UDP	callee	4	0	2026-08-12T06:39:38Z	2026-08-12T06:39:42Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrnb_be/UDP/callee.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrnb_be/UDP	amrnb_be
PASS	kamailio	callback	amr_call	UDP	caller	3	0	2026-08-12T06:39:39Z	2026-08-12T06:39:42Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrnb_be/UDP/caller.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrnb_be/UDP	amrnb_be
PASS	kamailio	analyzer	amr_call	UDP	analyze	1	0	2026-08-12T06:39:42Z	2026-08-12T06:39:43Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrnb_be/UDP/analyze.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrnb_be/UDP	amrnb_be
PASS	kamailio	callback	amr_call	UDP	callee	4	0	2026-08-12T06:39:43Z	2026-08-12T06:39:47Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrwb_be/UDP/callee.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrwb_be/UDP	amrwb_be
PASS	kamailio	callback	amr_call	UDP	caller	3	0	2026-08-12T06:39:44Z	2026-08-12T06:39:47Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrwb_be/UDP/caller.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrwb_be/UDP	amrwb_be
PASS	kamailio	analyzer	amr_call	UDP	analyze	0	0	2026-08-12T06:39:47Z	2026-08-12T06:39:47Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrwb_be/UDP/analyze.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/kamailio/callback/amr_call/amrwb_be/UDP	amrwb_be
PASS	opensips	endpoint	registration	UDP	registration	2	0	2026-08-12T06:39:47Z	2026-08-12T06:39:49Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/opensips/endpoint/registration/UDP/registration.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/opensips/endpoint/registration/UDP	default
PASS	opensips	endpoint	basic_call	UDP	caller	6	0	2026-08-12T06:39:50Z	2026-08-12T06:39:56Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/opensips/endpoint/basic_call/UDP/caller.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/opensips/endpoint/basic_call/UDP	default
PASS	opensips	endpoint	basic_call	UDP	callee	7	0	2026-08-12T06:39:49Z	2026-08-12T06:39:56Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/opensips/endpoint/basic_call/UDP/callee.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/opensips/endpoint/basic_call/UDP	default
PASS	opensips	analyzer	basic_call	UDP	analyze	0	0	2026-08-12T06:39:56Z	2026-08-12T06:39:56Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/opensips/endpoint/basic_call/UDP/analyze.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/opensips/endpoint/basic_call/UDP	default
PASS	opensips	endpoint	amr_call	UDP	caller	3	0	2026-08-12T06:39:57Z	2026-08-12T06:40:00Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/opensips/endpoint/amr_call/amrnb/UDP/caller.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/opensips/endpoint/amr_call/amrnb/UDP	amrnb
PASS	opensips	endpoint	amr_call	UDP	callee	4	0	2026-08-12T06:39:56Z	2026-08-12T06:40:00Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/opensips/endpoint/amr_call/amrnb/UDP/callee.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/opensips/endpoint/amr_call/amrnb/UDP	amrnb
PASS	opensips	analyzer	amr_call	UDP	analyze	0	0	2026-08-12T06:40:00Z	2026-08-12T06:40:00Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/opensips/endpoint/amr_call/amrnb/UDP/analyze.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/opensips/endpoint/amr_call/amrnb/UDP	amrnb
PASS	opensips	endpoint	amr_call	UDP	caller	3	0	2026-08-12T06:40:01Z	2026-08-12T06:40:04Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/opensips/endpoint/amr_call/amrwb/UDP/caller.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/opensips/endpoint/amr_call/amrwb/UDP	amrwb
PASS	opensips	endpoint	amr_call	UDP	callee	4	0	2026-08-12T06:40:00Z	2026-08-12T06:40:04Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/opensips/endpoint/amr_call/amrwb/UDP/callee.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/opensips/endpoint/amr_call/amrwb/UDP	amrwb
PASS	opensips	analyzer	amr_call	UDP	analyze	0	0	2026-08-12T06:40:04Z	2026-08-12T06:40:04Z	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/opensips/endpoint/amr_call/amrwb/UDP/analyze.log	/Users/jonathan/Developer/rvoip/crates/sip/rvoip-sip/examples/pbx/output/opensips/endpoint/amr_call/amrwb/UDP	amrwb
